lcr name:,KeySight E4980A
Name and description of Resistor under test: ,"unclamped, same weight, 50 uA nominal"
2024-05-17,14:25:33
select the freq range,"[20, 25, 30, 40, 53, 60, 65, 80, 90, 95, 103, 105, 107, 110, 112, 115, 120, 122, 125, 127, 130, 132, 135, 137, 140, 142, 145, 150, 153, 155, 160, 165, 170, 172, 175, 180, 185, 200, 220, 240, 400, 800, 1000, 2000, 3000, 4000, 5000, 6000, 7000, 8000, 10000, 12000, 14000, 16000, 16500, 17000, 17500, 18000, 18500, 19000, 19500, 20000, 20500, 21000, 22000, 24000, 25000, 30000, 40000, 50000, 60000, 70000, 80000, 90000, 100000, 200000]"
20.0,1.077585693,275.493262,1.25316e-05,0.00385556
20.0,1.08533947,275.1186943,1.25703e-05,0.00385726
20.0,1.091588328,274.9431229,1.25969e-05,0.00385861
20.0,1.081339068,275.5498757,1.24829e-05,0.00386397
20.0,1.089665212,275.4107522,1.25425e-05,0.00384275
20.0,1.096197298,276.7465696,1.25015e-05,0.00384701
20.0,1.093108993,275.8935048,1.25032e-05,0.00384636
20.0,1.083262711,276.8665464,1.2553e-05,0.00384318
20.0,1.069430051,278.2061947,1.25191e-05,0.00384203
20.0,1.085060685,277.0853328,1.25559e-05,0.00385142
20.0,1.079228156,274.4120247,1.24185e-05,0.00385206
20.0,1.078781308,275.6471728,1.26112e-05,0.00384102
20.0,1.089073348,275.1052422,1.25886e-05,0.00385251
20.0,1.087527985,273.6235115,1.25156e-05,0.00387248
20.0,1.082758503,274.8640579,1.26158e-05,0.00385228
20.0,1.104815019,277.1507332,1.2476e-05,0.00385606
Freq,20,Rs,275.75728735625,1.1784620431692654,Ls,1.0859226142500003,0.008363608858379843
